num_critic_for_reviews,duration,gross,movie_title,num_voted_users,movie_imdb_link,num_user_for_reviews,country,content_rating,budget,title_year,imdb_score
43,90,85222,My Date with Drew ,4285,http://www.imdb.com/title/tt0378407/?ref_=fn_tt_tt_1,84,USA,PG,1100,2004,6.6
113,102,1891821,A Sound of Thunder ,16474,http://www.imdb.com/title/tt0318081/?ref_=fn_tt_tt_1,301,UK,PG-13,52000000,2005,4.2
272,105,23219748,Pompeii ,84508,http://www.imdb.com/title/tt1921064/?ref_=fn_tt_tt_1,308,Canada,PG-13,80000000,2014,5.6
3,89,NA,Top Cat Begins ,230,http://www.imdb.com/title/tt4057916/?ref_=fn_tt_tt_1,1,Mexico,PG,8000000,2015,4.4
205,135,170708996,A Beautiful Mind ,610568,http://www.imdb.com/title/tt0268978/?ref_=fn_tt_tt_1,1171,USA,PG-13,58000000,2001,8.2
306,116,90755643,Prince of Persia: The Sands of Time ,222403,http://www.imdb.com/title/tt0473075/?ref_=fn_tt_tt_1,453,USA,PG-13,200000000,2010,6.6
178,94,103812241,Journey 2: The Mysterious Island ,67296,http://www.imdb.com/title/tt1397514/?ref_=fn_tt_tt_1,133,USA,PG,79000000,2012,5.8
169,95,119793567,Cloudy with a Chance of Meatballs 2 ,64387,http://www.imdb.com/title/tt1985966/?ref_=fn_tt_tt_1,85,USA,PG,78000000,2013,6.5
210,124,92930005,Red Dragon ,204063,http://www.imdb.com/title/tt0289765/?ref_=fn_tt_tt_1,764,Germany,R,78000000,2002,7.2
140,136,67286731,Hidalgo ,67856,http://www.imdb.com/title/tt0317648/?ref_=fn_tt_tt_1,345,USA,PG-13,100000000,2004,6.7
156,91,74158157,Jack and Jill ,60370,http://www.imdb.com/title/tt0810913/?ref_=fn_tt_tt_1,264,USA,PG,79000000,2011,3.4
150,107,127083765,2 Fast 2 Furious ,191912,http://www.imdb.com/title/tt0322259/?ref_=fn_tt_tt_1,370,USA,PG-13,76000000,2003,5.9
119,108,1339152,The Little Prince ,28276,http://www.imdb.com/title/tt1754656/?ref_=fn_tt_tt_1,64,France,PG,81200000,2015,7.8
232,99,15071514,The Invasion ,65037,http://www.imdb.com/title/tt0427392/?ref_=fn_tt_tt_1,273,USA,PG-13,80000000,2007,5.9
49,92,26000610,The Adventures of Rocky & Bullwinkle ,16611,http://www.imdb.com/title/tt0131704/?ref_=fn_tt_tt_1,197,USA,PG,76000000,2000,4.1
165,87,323505540,The Secret Life of Pets ,24407,http://www.imdb.com/title/tt2709768/?ref_=fn_tt_tt_1,155,Japan,PG,75000000,2016,6.8
575,131,101785482,Pacific Rim ,381148,http://www.imdb.com/title/tt1663662/?ref_=fn_tt_tt_1,1106,USA,PG-13,190000000,2013,7
202,110,66462600,The League of Extraordinary Gentlemen ,141533,http://www.imdb.com/title/tt0311429/?ref_=fn_tt_tt_1,786,USA,PG-13,78000000,2003,5.8
306,98,368049635,Despicable Me 2 ,286877,http://www.imdb.com/title/tt1690953/?ref_=fn_tt_tt_1,284,USA,PG,76000000,2013,7.5
181,86,193136719,Madagascar ,266636,http://www.imdb.com/title/tt0351283/?ref_=fn_tt_tt_1,385,USA,PG,75000000,2005,6.9
372,109,35286428,Children of Men ,361767,http://www.imdb.com/title/tt0206634/?ref_=fn_tt_tt_1,1206,USA,R,76000000,2006,7.9
290,104,157299717,X-Men ,452928,http://www.imdb.com/title/tt0120903/?ref_=fn_tt_tt_1,1401,USA,PG-13,75000000,2000,7.4
316,110,134568845,Wanted ,299852,http://www.imdb.com/title/tt0493464/?ref_=fn_tt_tt_1,713,USA,R,75000000,2008,6.7
164,115,195329763,Ice Age: The Meltdown ,194249,http://www.imdb.com/title/tt0438097/?ref_=fn_tt_tt_1,253,USA,PG,80000000,2006,6.9
428,154,352358779,Transformers: Dark of the Moon ,326180,http://www.imdb.com/title/tt1399103/?ref_=fn_tt_tt_1,899,USA,PG-13,195000000,2011,6.3
147,99,120776832,50 First Dates ,266103,http://www.imdb.com/title/tt0343660/?ref_=fn_tt_tt_1,456,USA,PG-13,75000000,2004,6.8
219,117,118823091,Hairspray ,98693,http://www.imdb.com/title/tt0427327/?ref_=fn_tt_tt_1,401,USA,PG,75000000,2007,6.7
167,125,41814863,Exorcist: The Beginning ,28635,http://www.imdb.com/title/tt0204313/?ref_=fn_tt_tt_1,308,USA,R,50000000,2004,5.1
384,125,117698894,Now You See Me ,447979,http://www.imdb.com/title/tt1670345/?ref_=fn_tt_tt_1,629,USA,PG-13,75000000,2013,7.3
179,102,162001186,Grown Ups ,181443,http://www.imdb.com/title/tt1375670/?ref_=fn_tt_tt_1,311,USA,PG-13,80000000,2010,6
151,128,77032279,The Terminal ,303864,http://www.imdb.com/title/tt0362227/?ref_=fn_tt_tt_1,596,USA,PG-13,60000000,2004,7.3
107,100,73023275,Hotel for Dogs ,16271,http://www.imdb.com/title/tt0785006/?ref_=fn_tt_tt_1,57,USA,PG,35000000,2009,5.4
134,124,68473360,Vertical Limit ,49536,http://www.imdb.com/title/tt0190865/?ref_=fn_tt_tt_1,379,USA,PG-13,75000000,2000,5.9
470,122,317011114,Indiana Jones and the Kingdom of the Crystal Skull ,333847,http://www.imdb.com/title/tt0367882/?ref_=fn_tt_tt_1,2054,USA,PG-13,185000000,2008,6.2
269,102,66636385,Charlie Wilson's War ,88451,http://www.imdb.com/title/tt0472062/?ref_=fn_tt_tt_1,289,USA,R,75000000,2007,7.1
143,90,160762022,Shark Tale ,132415,http://www.imdb.com/title/tt0307453/?ref_=fn_tt_tt_1,288,USA,PG,75000000,2004,6
241,130,103338338,Dreamgirls ,55901,http://www.imdb.com/title/tt0443489/?ref_=fn_tt_tt_1,503,USA,PG-13,70000000,2006,6.5
161,118,55808744,Be Cool ,59435,http://www.imdb.com/title/tt0377471/?ref_=fn_tt_tt_1,323,USA,PG-13,53000000,2005,5.7
298,163,47379090,Munich ,176936,http://www.imdb.com/title/tt0408306/?ref_=fn_tt_tt_1,824,France,R,70000000,2005,7.6
89,142,43426961,Tears of the Sun ,93494,http://www.imdb.com/title/tt0314353/?ref_=fn_tt_tt_1,394,USA,R,70000000,2003,6.6
140,100,47000485,Killers ,72867,http://www.imdb.com/title/tt1103153/?ref_=fn_tt_tt_1,120,USA,PG-13,75000000,2010,5.4
362,116,45434443,The Man from U.N.C.L.E. ,175960,http://www.imdb.com/title/tt1638355/?ref_=fn_tt_tt_1,360,USA,PG-13,75000000,2015,7.3
124,131,42044321,Spanglish ,65668,http://www.imdb.com/title/tt0371246/?ref_=fn_tt_tt_1,342,USA,PG-13,80000000,2004,6.5
298,93,123070338,The Good Dinosaur ,62836,http://www.imdb.com/title/tt1979388/?ref_=fn_tt_tt_1,345,USA,PG,NA,2015,6.8
190,91,73661010,Monster House ,71137,http://www.imdb.com/title/tt0385880/?ref_=fn_tt_tt_1,229,USA,PG,75000000,2006,6.6
132,123,41523271,Bandits ,57038,http://www.imdb.com/title/tt0219965/?ref_=fn_tt_tt_1,261,USA,PG-13,80000000,2001,6.6
284,110,83503161,Immortals ,138190,http://www.imdb.com/title/tt1253864/?ref_=fn_tt_tt_1,405,USA,R,75000000,2011,6.1
152,113,34636443,Hostage ,93790,http://www.imdb.com/title/tt0340163/?ref_=fn_tt_tt_1,288,USA,R,52000000,2005,6.6
131,94,22751979,Titan A.E. ,52244,http://www.imdb.com/title/tt0120913/?ref_=fn_tt_tt_1,377,USA,PG,75000000,2000,6.6
132,116,30013346,Hollywood Homicide ,31293,http://www.imdb.com/title/tt0329717/?ref_=fn_tt_tt_1,254,USA,PG-13,75000000,2003,5.3
130,84,90820,Carriers ,35510,http://www.imdb.com/title/tt0806203/?ref_=fn_tt_tt_1,119,USA,PG-13,NA,2009,6
488,93,237282182,Brave ,273556,http://www.imdb.com/title/tt1217209/?ref_=fn_tt_tt_1,428,USA,PG,185000000,2012,7.2
74,93,5409517,Monkeybone ,14280,http://www.imdb.com/title/tt0166276/?ref_=fn_tt_tt_1,171,USA,PG-13,75000000,2001,4.7
114,113,21009180,Flight of the Phoenix ,45815,http://www.imdb.com/title/tt0377062/?ref_=fn_tt_tt_1,222,USA,PG-13,45000000,2004,6.1
294,106,94999143,Unbreakable ,245152,http://www.imdb.com/title/tt0217869/?ref_=fn_tt_tt_1,1344,USA,PG-13,75000000,2000,7.2
308,91,336029560,Minions ,142403,http://www.imdb.com/title/tt2293640/?ref_=fn_tt_tt_1,275,USA,PG,74000000,2015,6.4
435,128,36381716,Sucker Punch ,197584,http://www.imdb.com/title/tt0978764/?ref_=fn_tt_tt_1,918,USA,PG-13,82000000,2011,6.1
141,97,107225164,The Angry Birds Movie ,27130,http://www.imdb.com/title/tt1985949/?ref_=fn_tt_tt_1,126,USA,PG,73000000,2016,6.3
176,112,70224196,Fool's Gold ,59352,http://www.imdb.com/title/tt0770752/?ref_=fn_tt_tt_1,138,USA,PG-13,70000000,2008,5.6
230,153,51814190,Funny People ,100837,http://www.imdb.com/title/tt1201167/?ref_=fn_tt_tt_1,301,USA,R,75000000,2009,6.4
322,122,130468626,Star Trek Beyond ,53607,http://www.imdb.com/title/tt2660888/?ref_=fn_tt_tt_1,432,USA,PG-13,185000000,2016,7.5
234,110,47456450,The Kingdom ,101386,http://www.imdb.com/title/tt0431197/?ref_=fn_tt_tt_1,289,USA,R,70000000,2007,7.1
164,122,148213377,Talladega Nights: The Ballad of Ricky Bobby ,130776,http://www.imdb.com/title/tt0415306/?ref_=fn_tt_tt_1,437,USA,PG-13,73000000,2006,6.6
91,87,112950721,Dr. Dolittle 2 ,33884,http://www.imdb.com/title/tt0240462/?ref_=fn_tt_tt_1,79,USA,PG,72000000,2001,4.6
262,125,62647540,Jarhead ,143525,http://www.imdb.com/title/tt0418763/?ref_=fn_tt_tt_1,657,Germany,R,70000000,2005,7.1
299,87,183132370,The Simpsons Movie ,259083,http://www.imdb.com/title/tt0462538/?ref_=fn_tt_tt_1,763,USA,PG-13,75000000,2007,7.4
128,152,27796042,The Majestic ,45031,http://www.imdb.com/title/tt0268995/?ref_=fn_tt_tt_1,376,USA,PG,72000000,2001,6.9
109,116,32616869,Driven ,34435,http://www.imdb.com/title/tt0132245/?ref_=fn_tt_tt_1,346,USA,PG-13,72000000,2001,4.5
88,109,18947630,Two Brothers ,11798,http://www.imdb.com/title/tt0338512/?ref_=fn_tt_tt_1,124,France,PG,59660000,2004,7.1
261,108,114195633,The Village ,193770,http://www.imdb.com/title/tt0368447/?ref_=fn_tt_tt_1,2003,USA,PG-13,60000000,2004,6.5
421,98,223806889,WALL·E ,718837,http://www.imdb.com/title/tt0910970/?ref_=fn_tt_tt_1,1043,USA,G,180000000,2008,8.4
208,106,227965690,Signs ,271592,http://www.imdb.com/title/tt0286106/?ref_=fn_tt_tt_1,2335,USA,PG-13,72000000,2002,6.7
205,93,436471036,Shrek 2 ,314630,http://www.imdb.com/title/tt0298148/?ref_=fn_tt_tt_1,483,USA,PG,150000000,2004,7.2
256,117,244052771,Cars ,263853,http://www.imdb.com/title/tt0317219/?ref_=fn_tt_tt_1,584,USA,G,120000000,2006,7.2
191,132,141204016,xXx ,142569,http://www.imdb.com/title/tt0295701/?ref_=fn_tt_tt_1,737,USA,PG-13,70000000,2002,5.8
147,92,162495848,The SpongeBob Movie: Sponge Out of Water ,34359,http://www.imdb.com/title/tt2279373/?ref_=fn_tt_tt_1,133,USA,PG,74000000,2015,6
486,153,120523073,Inglourious Basterds ,885175,http://www.imdb.com/title/tt0361748/?ref_=fn_tt_tt_1,1527,USA,R,75000000,2009,8.3
162,91,140080850,Rush Hour 3 ,121084,http://www.imdb.com/title/tt0293564/?ref_=fn_tt_tt_1,221,USA,PG-13,140000000,2007,6.2
245,101,72660029,Hercules ,115687,http://www.imdb.com/title/tt1267297/?ref_=fn_tt_tt_1,269,USA,PG-13,100000000,2014,6
144,117,116643346,S.W.A.T. ,119807,http://www.imdb.com/title/tt0257076/?ref_=fn_tt_tt_1,340,USA,PG-13,80000000,2003,6
153,141,100614858,Vanilla Sky ,206776,http://www.imdb.com/title/tt0259711/?ref_=fn_tt_tt_1,1248,USA,R,68000000,2001,6.9
284,110,42272747,Lady in the Water ,78635,http://www.imdb.com/title/tt0452637/?ref_=fn_tt_tt_1,1040,USA,PG-13,70000000,2006,5.6
247,109,80281096,AVP: Alien vs. Predator ,143628,http://www.imdb.com/title/tt0370263/?ref_=fn_tt_tt_1,1283,USA,PG-13,60000000,2004,5.6
107,88,219613391,Alvin and the Chipmunks: The Squeakquel ,31649,http://www.imdb.com/title/tt1231580/?ref_=fn_tt_tt_1,98,USA,PG,75000000,2009,4.5
141,124,78120196,We Were Soldiers ,103241,http://www.imdb.com/title/tt0277434/?ref_=fn_tt_tt_1,742,USA,R,75000000,2002,7.1
358,119,98895417,Olympus Has Fallen ,203154,http://www.imdb.com/title/tt2302755/?ref_=fn_tt_tt_1,698,USA,R,70000000,2013,6.5
392,156,336530303,Spider-Man 3 ,383056,http://www.imdb.com/title/tt0413300/?ref_=fn_tt_tt_1,1902,USA,PG-13,258000000,2007,6.2
367,158,166112167,2012 ,283418,http://www.imdb.com/title/tt1190080/?ref_=fn_tt_tt_1,1055,USA,PG-13,200000000,2009,5.8
355,116,83552429,Battle Los Angeles ,154955,http://www.imdb.com/title/tt1217613/?ref_=fn_tt_tt_1,800,USA,PG-13,70000000,2011,5.8
235,125,66257002,Big Fish ,350698,http://www.imdb.com/title/tt0319061/?ref_=fn_tt_tt_1,816,USA,PG-13,70000000,2003,8
388,146,79883359,War Horse ,116159,http://www.imdb.com/title/tt1568911/?ref_=fn_tt_tt_1,488,USA,PG-13,66000000,2011,7.2
371,118,78031620,The Monuments Men ,102248,http://www.imdb.com/title/tt2177771/?ref_=fn_tt_tt_1,403,USA,PG-13,70000000,2014,6.1
297,136,52474616,Wall Street: Money Never Sleeps ,84118,http://www.imdb.com/title/tt1027718/?ref_=fn_tt_tt_1,245,USA,PG-13,70000000,2010,6.3
261,92,55942830,Dracula Untold ,138582,http://www.imdb.com/title/tt0829150/?ref_=fn_tt_tt_1,423,USA,PG-13,70000000,2014,6.3
240,96,137850096,A Christmas Carol ,72809,http://www.imdb.com/title/tt1067106/?ref_=fn_tt_tt_1,249,USA,PG,200000000,2009,6.8
228,127,38345403,Stardust ,212085,http://www.imdb.com/title/tt0486655/?ref_=fn_tt_tt_1,492,UK,PG-13,70000000,2007,7.7
185,111,48430355,The Dilemma ,43709,http://www.imdb.com/title/tt1578275/?ref_=fn_tt_tt_1,141,USA,PG-13,70000000,2011,5.3
128,116,30157016,Bad Company ,39659,http://www.imdb.com/title/tt0280486/?ref_=fn_tt_tt_1,189,USA,PG-13,70000000,2002,5.6
237,113,28031250,Doom ,88146,http://www.imdb.com/title/tt0419706/?ref_=fn_tt_tt_1,814,UK,R,60000000,2005,5.2
105,97,33105600,I Spy ,41663,http://www.imdb.com/title/tt0297181/?ref_=fn_tt_tt_1,141,USA,PG-13,70000000,2002,5.4
242,88,62321039,Underworld: Awakening ,117096,http://www.imdb.com/title/tt1496025/?ref_=fn_tt_tt_1,271,USA,R,70000000,2012,6.4
360,136,38509342,Rock of Ages ,61995,http://www.imdb.com/title/tt1336608/?ref_=fn_tt_tt_1,356,USA,PG-13,75000000,2012,5.9
112,125,19076815,Hart's War ,43651,http://www.imdb.com/title/tt0251114/?ref_=fn_tt_tt_1,196,USA,R,60000000,2002,6.3
189,116,25093607,Killer Elite ,105556,http://www.imdb.com/title/tt1448755/?ref_=fn_tt_tt_1,157,UK,R,35000000,2011,6.5
384,127,47375327,Jupiter Ascending ,139593,http://www.imdb.com/title/tt1617661/?ref_=fn_tt_tt_1,720,USA,PG-13,176000000,2015,5.4
151,98,18990542,Rollerball ,22264,http://www.imdb.com/title/tt0246894/?ref_=fn_tt_tt_1,289,USA,R,70000000,2002,3
92,91,14294842,Ballistic: Ecks vs. Sever ,16761,http://www.imdb.com/title/tt0308208/?ref_=fn_tt_tt_1,277,USA,R,70000000,2002,3.6
81,95,13596911,Osmosis Jones ,25572,http://www.imdb.com/title/tt0181739/?ref_=fn_tt_tt_1,123,USA,PG,70000000,2001,6.2
51,88,8460990,Legends of Oz: Dorothy's Return ,5116,http://www.imdb.com/title/tt0884726/?ref_=fn_tt_tt_1,54,USA,PG,70000000,2013,5.6
261,133,7097125,Blackhat ,38983,http://www.imdb.com/title/tt2717822/?ref_=fn_tt_tt_1,207,USA,R,70000000,2015,5.4
197,106,37760080,Sky Captain and the World of Tomorrow ,72868,http://www.imdb.com/title/tt0346156/?ref_=fn_tt_tt_1,618,USA,PG,70000000,2004,6.1
159,116,5851188,Basic Instinct 2 ,31124,http://www.imdb.com/title/tt0430912/?ref_=fn_tt_tt_1,313,UK,R,70000000,2006,4.2
286,115,25121291,Escape Plan ,177653,http://www.imdb.com/title/tt1211956/?ref_=fn_tt_tt_1,279,USA,R,50000000,2013,6.7
156,99,18821279,The Legend of Hercules ,44891,http://www.imdb.com/title/tt1043726/?ref_=fn_tt_tt_1,202,USA,PG-13,70000000,2014,4.2
248,110,124051759,The Legend of Tarzan ,42372,http://www.imdb.com/title/tt0918940/?ref_=fn_tt_tt_1,239,USA,PG-13,180000000,2016,6.6
176,124,118471320,The Sum of All Fears ,86504,http://www.imdb.com/title/tt0164184/?ref_=fn_tt_tt_1,568,USA,PG-13,68000000,2002,6.4
293,124,300523113,The Twilight Saga: Eclipse ,184637,http://www.imdb.com/title/tt1325004/?ref_=fn_tt_tt_1,498,USA,PG-13,68000000,2010,4.9
141,124,71069884,The Score ,101899,http://www.imdb.com/title/tt0227445/?ref_=fn_tt_tt_1,445,USA,R,68000000,2001,6.8
304,87,251501645,Despicable Me ,385943,http://www.imdb.com/title/tt1323594/?ref_=fn_tt_tt_1,296,USA,PG,69000000,2010,7.7
280,125,81257500,Ted 2 ,117739,http://www.imdb.com/title/tt2637276/?ref_=fn_tt_tt_1,229,USA,R,68000000,2015,6.4
180,141,617840,Agora ,52496,http://www.imdb.com/title/tt1186830/?ref_=fn_tt_tt_1,172,Spain,R,70000000,2009,7.2
237,111,45045037,Hall Pass ,103230,http://www.imdb.com/title/tt0480687/?ref_=fn_tt_tt_1,143,USA,R,36000000,2011,5.9
284,150,291709845,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe ",286506,http://www.imdb.com/title/tt0363771/?ref_=fn_tt_tt_1,1463,USA,PG,180000000,2005,6.9
178,117,27550735,The Finest Hours ,27481,http://www.imdb.com/title/tt2025690/?ref_=fn_tt_tt_1,113,USA,PG-13,NA,2016,6.8
238,128,39380442,Body of Lies ,174248,http://www.imdb.com/title/tt0758774/?ref_=fn_tt_tt_1,263,USA,R,70000000,2008,7.1
190,114,72980108,Dinner for Schmucks ,80338,http://www.imdb.com/title/tt0427152/?ref_=fn_tt_tt_1,264,USA,PG-13,NA,2010,5.9
393,105,37516013,Abraham Lincoln: Vampire Hunter ,128629,http://www.imdb.com/title/tt1611224/?ref_=fn_tt_tt_1,348,USA,R,69000000,2012,5.9
90,102,5932060,The Last Legion ,29285,http://www.imdb.com/title/tt0462396/?ref_=fn_tt_tt_1,174,UK,PG-13,35000000,2007,5.4
327,132,43568507,Need for Speed ,136954,http://www.imdb.com/title/tt2369135/?ref_=fn_tt_tt_1,346,USA,PG-13,66000000,2014,6.5
396,144,154985087,X-Men: Apocalypse ,148379,http://www.imdb.com/title/tt3385516/?ref_=fn_tt_tt_1,622,USA,PG-13,178000000,2016,7.3
149,127,182805123,What Women Want ,158864,http://www.imdb.com/title/tt0207201/?ref_=fn_tt_tt_1,395,USA,PG-13,70000000,2000,6.4
193,103,176387405,Ice Age ,328159,http://www.imdb.com/title/tt0268380/?ref_=fn_tt_tt_1,467,USA,PG,59000000,2002,7.6
175,136,33685268,Dreamcatcher ,75573,http://www.imdb.com/title/tt0285531/?ref_=fn_tt_tt_1,662,USA,R,68000000,2003,5.5
538,150,182204440,Lincoln ,197412,http://www.imdb.com/title/tt0443272/?ref_=fn_tt_tt_1,720,USA,PG-13,65000000,2012,7.4
80,104,139225854,The Santa Clause 2 ,34561,http://www.imdb.com/title/tt0304669/?ref_=fn_tt_tt_1,116,USA,G,60000000,2002,5.5
488,158,148775460,Les Misérables ,243834,http://www.imdb.com/title/tt1707386/?ref_=fn_tt_tt_1,845,USA,PG-13,61000000,2012,7.6
645,152,533316061,The Dark Knight ,1676169,http://www.imdb.com/title/tt0468569/?ref_=fn_tt_tt_1,4667,USA,PG-13,185000000,2008,9
173,106,100468793,Step Brothers ,212499,http://www.imdb.com/title/tt0838283/?ref_=fn_tt_tt_1,277,USA,R,65000000,2008,6.9
307,95,100448498,Due Date ,272789,http://www.imdb.com/title/tt1231583/?ref_=fn_tt_tt_1,285,USA,R,65000000,2010,6.6
322,137,115603980,Unbroken ,103589,http://www.imdb.com/title/tt1809398/?ref_=fn_tt_tt_1,351,USA,PG-13,65000000,2014,7.2
169,130,90454043,Space Cowboys ,60165,http://www.imdb.com/title/tt0186566/?ref_=fn_tt_tt_1,326,USA,PG-13,65000000,2000,6.4
86,104,69688384,The Kid ,34473,http://www.imdb.com/title/tt0219854/?ref_=fn_tt_tt_1,139,USA,PG,60000000,2000,6.1
242,129,70236496,World Trade Center ,67395,http://www.imdb.com/title/tt0469641/?ref_=fn_tt_tt_1,564,USA,PG-13,63000000,2006,6
141,117,63695760,Mona Lisa Smile ,61490,http://www.imdb.com/title/tt0304415/?ref_=fn_tt_tt_1,264,USA,PG-13,65000000,2003,6.4
408,96,292979556,Up ,665575,http://www.imdb.com/title/tt1049413/?ref_=fn_tt_tt_1,704,USA,PG,175000000,2009,8.3
313,99,59617068,The Dictator ,213863,http://www.imdb.com/title/tt1645170/?ref_=fn_tt_tt_1,310,USA,R,65000000,2012,6.4
176,118,85911262,Annie ,24735,http://www.imdb.com/title/tt1823664/?ref_=fn_tt_tt_1,213,USA,PG,65000000,2014,5.2
279,105,53846915,Focus ,149337,http://www.imdb.com/title/tt2381941/?ref_=fn_tt_tt_1,221,USA,R,50100000,2015,6.6
241,103,54758461,This Means War ,147641,http://www.imdb.com/title/tt1596350/?ref_=fn_tt_tt_1,238,USA,PG-13,65000000,2012,6.3
185,122,52397389,Blade: Trinity ,132954,http://www.imdb.com/title/tt0359013/?ref_=fn_tt_tt_1,514,USA,R,65000000,2004,5.9
239,96,42345531,Resident Evil: Retribution ,104831,http://www.imdb.com/title/tt1855325/?ref_=fn_tt_tt_1,423,Germany,R,65000000,2012,5.4
230,111,36064910,Death Race ,166610,http://www.imdb.com/title/tt0452608/?ref_=fn_tt_tt_1,211,USA,R,45000000,2008,6.4
219,94,198332128,Monsters vs. Aliens ,114553,http://www.imdb.com/title/tt0892782/?ref_=fn_tt_tt_1,187,USA,PG,175000000,2009,6.5
134,135,32598931,Proof of Life ,49300,http://www.imdb.com/title/tt0228750/?ref_=fn_tt_tt_1,265,USA,R,65000000,2000,6.2
136,101,28045540,Zathura: A Space Adventure ,67707,http://www.imdb.com/title/tt0406375/?ref_=fn_tt_tt_1,202,USA,PG,65000000,2005,6.1
96,131,43532294,We Are Marshall ,46951,http://www.imdb.com/title/tt0758794/?ref_=fn_tt_tt_1,175,USA,PG,65000000,2006,7.1
60,105,10014234,Lucky Numbers ,8560,http://www.imdb.com/title/tt0219952/?ref_=fn_tt_tt_1,69,France,R,65000000,2000,5
308,92,19059018,"I, Frankenstein ",65709,http://www.imdb.com/title/tt1418377/?ref_=fn_tt_tt_1,194,Australia,PG-13,65000000,2014,5.1
127,130,1987287,Oliver Twist ,25474,http://www.imdb.com/title/tt0380599/?ref_=fn_tt_tt_1,138,UK,PG-13,50000000,2005,6.9
486,126,318298180,Iron Man ,696338,http://www.imdb.com/title/tt0371746/?ref_=fn_tt_tt_1,1055,USA,PG-13,140000000,2008,7.9
196,100,24407944,Elektra ,71202,http://www.imdb.com/title/tt0357277/?ref_=fn_tt_tt_1,380,Canada,PG-13,43000000,2005,4.8
339,102,13750556,Sin City: A Dame to Kill For ,111102,http://www.imdb.com/title/tt0458481/?ref_=fn_tt_tt_1,239,USA,R,65000000,2014,6.5
361,121,43247140,Everest ,134625,http://www.imdb.com/title/tt2719848/?ref_=fn_tt_tt_1,265,UK,PG-13,55000000,2015,7.1
226,147,2208939,Perfume: The Story of a Murderer ,190490,http://www.imdb.com/title/tt0396171/?ref_=fn_tt_tt_1,482,Germany,R,50000000,2006,7.5
194,94,213079163,Austin Powers in Goldmember ,162909,http://www.imdb.com/title/tt0295178/?ref_=fn_tt_tt_1,795,USA,PG-13,63000000,2002,6.2
138,94,19548064,Astro Boy ,25681,http://www.imdb.com/title/tt0375568/?ref_=fn_tt_tt_1,77,Hong Kong,PG,65000000,2009,6.3
324,100,200807262,Tangled ,294810,http://www.imdb.com/title/tt0398286/?ref_=fn_tt_tt_1,387,USA,PG,260000000,2010,7.8
682,126,73820094,Hugo ,245333,http://www.imdb.com/title/tt0970179/?ref_=fn_tt_tt_1,678,USA,PG,170000000,2011,7.5
68,103,72413,Dragon Blade ,11584,http://www.imdb.com/title/tt3672840/?ref_=fn_tt_tt_1,86,China,R,65000000,2015,6.1
78,98,58255287,Littleman ,39471,http://www.imdb.com/title/tt0430304/?ref_=fn_tt_tt_1,187,USA,PG-13,64000000,2006,4.3
178,116,77086030,U-571 ,65297,http://www.imdb.com/title/tt0141926/?ref_=fn_tt_tt_1,602,France,PG-13,62000000,2000,6.6
150,87,32178777,The Love Guru ,43300,http://www.imdb.com/title/tt0811138/?ref_=fn_tt_tt_1,250,USA,PG-13,62000000,2008,3.8
113,125,15738632,3000 Miles to Graceland ,38076,http://www.imdb.com/title/tt0233142/?ref_=fn_tt_tt_1,399,USA,R,42000000,2001,5.9
596,187,54116191,The Hateful Eight ,272839,http://www.imdb.com/title/tt3460252/?ref_=fn_tt_tt_1,1018,USA,R,44000000,2015,7.9
191,93,118153533,Blades of Glory ,129995,http://www.imdb.com/title/tt0445934/?ref_=fn_tt_tt_1,246,USA,PG-13,61000000,2007,6.3
156,95,108012170,Hop ,24089,http://www.imdb.com/title/tt1411704/?ref_=fn_tt_tt_1,82,USA,PG,63000000,2011,5.5
460,117,210592590,300 ,607235,http://www.imdb.com/title/tt0416449/?ref_=fn_tt_tt_1,2073,USA,R,65000000,2006,7.7
141,106,279167575,Meet the Fockers ,211296,http://www.imdb.com/title/tt0290002/?ref_=fn_tt_tt_1,428,USA,PG-13,80000000,2004,6.3
180,115,143151473,Marley & Me ,116681,http://www.imdb.com/title/tt0822832/?ref_=fn_tt_tt_1,320,USA,PG,60000000,2008,7.1
177,100,168213584,Wild Hogs ,99989,http://www.imdb.com/title/tt0486946/?ref_=fn_tt_tt_1,255,USA,PG-13,NA,2007,5.9
161,81,135381507,Chicken Little ,63912,http://www.imdb.com/title/tt0371606/?ref_=fn_tt_tt_1,251,USA,G,150000000,2005,5.8
568,149,167735396,Gone Girl ,569841,http://www.imdb.com/title/tt2267998/?ref_=fn_tt_tt_1,1127,USA,R,61000000,2014,8.1
249,119,121468960,The Bourne Identity ,407601,http://www.imdb.com/title/tt0258463/?ref_=fn_tt_tt_1,849,USA,PG-13,60000000,2002,7.9
264,112,102176165,The Mummy: Tomb of the Dragon Emperor ,117927,http://www.imdb.com/title/tt0859163/?ref_=fn_tt_tt_1,501,USA,PG-13,145000000,2008,5.2
81,92,104148781,Daddy Day Care ,49486,http://www.imdb.com/title/tt0317303/?ref_=fn_tt_tt_1,116,USA,PG,60000000,2003,5.5
265,109,75573300,2 Guns ,156898,http://www.imdb.com/title/tt1272878/?ref_=fn_tt_tt_1,172,USA,R,61000000,2013,6.7
105,87,93375151,Cats & Dogs ,46031,http://www.imdb.com/title/tt0239395/?ref_=fn_tt_tt_1,235,USA,PG,60000000,2001,5.2
