INDX_NR,INCIDENT_DATE ,INCIDENT_MONTH,INCIDENT_YEAR,TIME,TIME_OF_DAY,AIRPORT_ID,AIRPORT,RUNWAY,LOCATION,ENROUTE STATE,OPID,OPERATOR,REG,FLT,AIRCRAFT,AMA,AMO,EMA,EMO,AC_CLASS,AC_MASS,TYPE_ENG,NUM_ENGS,PHASE_OF_FLIGHT,HEIGHT,SPEED,DISTANCE,SKY,PRECIPITATION,AOS,COST_REPAIRS,OTHER_COST,COST_REPAIRS_INFL_ADJ,COST_OTHER_INFL_ADJ,INGESTED,INDICATED_DAMAGE,DAMAGE_LEVEL,OTHER_SPECIFY,EFFECT,EFFECT_OTHER,SPECIES_ID,SPECIES,REMARKS,REMAINS_COLLECTED,REMAINS_SENT,WARNED,BIRDS_SEEN,BIRDS_STRUCK,SIZE,NR_INJURIES,NR_FATALITIES,COMMENT,SOURCE,PERSON,SINGLE_OR_MULTI_ENGINE,HOUR,MONTH_NAME,SPECIES_GENERALIZE,SPECIES_TYPE
665838,2004-07-22,7,2004,06:45,Dawn,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 23,,,USA,1US AIRWAYS, N753US, 1295,A-319,04A,6.0,10.0,1.0,A  ,4.0,D,2.0,Approach,50.0,120.0,,No Cloud, None,,,,,,False,False,N,, None,,UNKBS,Unknown bird - small,,False,False,No, 11-100, 11-100,Small,,,SOURCE = TWO XXXX-X REPTS /Legacy Record=XXXXXX/,FAA Form 5200-7,Pilot,Multi-engine,6.0,July,Unknown flying animal,Flying animal
663792,2004-07-17,7,2004,14:12,Day,KRDU,RALEIGH-DURHAM INTL, 23L,,,COM,COMAIR AIRLINES, N458CA, 503,CRJ100/200,188,10.0,22.0,4.0,A  ,3.0,D,2.0,Landing Roll,0.0,100.0,0.0,No Cloud, None,,,,,,False,True,M,RT PROBE, None,,UNKBS,Unknown bird - small,,False,False,Unknown, , 1,Small,,, /Legacy Record=XXXXXX/,FAA Form 5200-7,Tower,Multi-engine,14.0,July,Unknown flying animal,Flying animal
665246,2004-07-06,7,2004,08:13,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36,,,USA,1US AIRWAYS, N423US, ,B-737-400,148,32.0,10.0,1.0,A  ,4.0,D,2.0,,,,,,,,,,,,False,False,,,,,UNKBM,Unknown bird - medium,"NO INFO KNOWN. # BIRDS NOT REPTD, ASSUME 1.",False,False,Unknown, , 1,Medium,,, /Legacy Record=XXXXXX/,FAA Form 5200-7,,Multi-engine,8.0,July,Unknown flying animal,Flying animal
662500,2004-07-04,7,2004,22:02,Night,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 18l,,,USA,1US AIRWAYS, N776AU, ,B-737-400,148,32.0,10.0,1.0,A  ,4.0,D,2.0,Climb,1000.0,165.0,,Some Cloud, None,,,,,,False,False,N,, None,,UNKBM,Unknown bird - medium,,False,False,No, , 1,Medium,,, /Legacy Record=XXXXXX/,FAA Form 5200-7,Air Transport Operations,Multi-engine,22.0,July,Unknown flying animal,Flying animal
665004,2004-07-02,7,2004,     ,Day,KILM,WILMINGTON INTL, 17,,,ASH,MESA AIRLINES, , 2978,EMB-145,332,14.0,1.0,10.0,A  ,3.0,D,2.0,Take-off Run,0.0,,0.0,Some Cloud,,,,,,,False,False,N,,,,UNKBS,Unknown bird - small,HIT NOSE AT LIFT-OFF. NO DMG.,False,False,No, 1, 1,Small,,, /Legacy Record=XXXXXX/,FAA Form 5200-7,Airport Operations,Multi-engine,,July,Unknown flying animal,Flying animal
659912,2004-06-28,6,2004,17:12,Day,KRDU,RALEIGH-DURHAM INTL, 23L,,,JIA,PSA AIRLINES, N213PS, 2232,CRJ100/200,188,10.0,22.0,4.0,A  ,3.0,D,2.0,Landing Roll,0.0,120.0,0.0,Overcast, None,,,,,,False,False,N,, None,,UNKBS,Unknown bird - small,"# STRUCK NOT REPTD, ASSUME 1, SAME AS # SEEN.",False,False,No, 1, 1,Small,,, /Legacy Record=XXXXXX/,FAA Form 5200-7,Airport Operations,Multi-engine,17.0,June,Unknown flying animal,Flying animal
669749,2004-06-27,6,2004,17:30,Day,KOAJ,ALBERT J ELLIS, 23,,,BUS,BUSINESS, N48820, ,C-152,226,36.0,7.0,7.0,A  ,1.0,A,1.0,Take-off Run,0.0,60.0,0.0,No Cloud, None,,,,,,False,True,M,," None, Aborted Take-off",,YM11,Crows,HIT WINDSHLD. CRACKED. BIRD REMOVED FROM RWY,True,False,Unknown, 2-10, 1,Medium,,,OPER = JACKSONVILLE FLYING SERVICE     XXXX-X-XX-XXXXXX /Legacy Record=XXXXXX/,FAA Form 5200-7-E,Pilot,Single-engine,17.0,June,Crows,Flying animal
667638,2004-06-25,6,2004,23:00,Night,KGSO,PIEDMONT TRIAD INTL, 23,,,AWI,AIR WISCONSIN AIRLINES, N432AW, ,CRJ100/200,188,10.0,22.0,4.0,A  ,3.0,D,2.0,Landing Roll,0.0,100.0,0.0,,,,,,,,False,True,M,, Other,"EMERGENCY, AIRCRAFT CONTROLS EFFECTED",1F13,Foxes,"DMG TO NOSE UNDERCARRIAGE. CAPT HEARD A BIRDSTRIKE ON APCH AT 1000' AGL. HIT COYOTE (FIRST REPTD AS FOX) JUST AFTER LANDING. DAMAGED NOSEWHEEL SCISSORS(TORQUE LINK) CAUSING NOSEWHEEL STEERING LOSS. A/C STOPPED IN MIDDLE OF RWY. EMERGENCY CREW CALLED. A/C WAS TOWED TO GATE. REPAIRS DONE BY NEXT DAY. MINIMAL DMG. RECONNECTED TORQUE LINK. CARCASS WAS LEFT IN GRASS ON SIDE OF RWY UNTIL NEXT MORNING. SEVERAL TURKEY VULTURES HAD GATHERED. ARFF REMOVED COYOYTE AND HAZED VULTURES TO CLEAR THE RWY.  SEVERAL FLTS WERE DELAYED FOR T/O. THE NEXT TWO NIGHTS ARPT PERSONNEL SAW 3 COYOTES TRAVEL IN SAME VICINITY OF STRIKE. UPDATE ON SPECIES AND OTHER INFO PROVIDED BY J WELLER, WS BIOL.",True,False,Unknown, , 1,Large,,,SOURCE = AON DAILY LOSSES & XXXX-X (FROM PHONE CALL TO AWI) /Legacy Record=XXXXXX/,Multiple,Air Transport Operations,Multi-engine,23.0,June,Foxes,Land animal
663490,2004-06-08,6,2004,19:37,Dusk,KRDU,RALEIGH-DURHAM INTL, 5R,,,TRS,AIRTRAN AIRWAYS, N988AT, 97,B-717-200,148,45.0,9.0,6.0,A  ,4.0,D,2.0,Climb,450.0,140.0,,Some Cloud, None,,,,,,False,False,N,, None,,UNKBS,Unknown bird - small,,False,False,No, 1, 1,Small,,, /Legacy Record=XXXXXX/,FAA Form 5200-7,Airport Operations,Multi-engine,19.0,June,Unknown flying animal,Flying animal
667419,2004-05-26,5,2004,08:30,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 23,,,USA,1US AIRWAYS, N749US, 1401,A-319,04A,6.0,10.0,1.0,A  ,4.0,D,2.0,Approach,600.0,150.0,,No Cloud, None,,,,,,False,False,N,, None,,ZT1,Blackbirds,,False,False,No, 1, 1,Small,,, /Legacy Record=XXXXXX/,FAA Form 5200-7,,Multi-engine,8.0,May,Blackbirds,Flying animal
666845,2004-05-26,5,2004,00:15,Night,KRDU,RALEIGH-DURHAM INTL, 23L,,,SWA,SOUTHWEST AIRLINES, N358SW, 780,B-737-300,148,24.0,10.0,1.0,A  ,4.0,D,2.0,Approach,600.0,140.0,,No Cloud, None,,,,,,False,False,N,, None,,UNKBS,Unknown bird - small,EVENT OCCURRED OUTSDIE FIELD BOUNDARY. NO DMG,False,False,No, , 1,Small,,,SOURCE = TWO XXXX-X (XXXX-X-XX-XXXXXX & XX-XXXXXX) /Legacy Record=XXXXXX/,FAA Form 5200-7-E,Pilot,Multi-engine,0.0,May,Unknown flying animal,Flying animal
663021,2004-05-25,5,2004,     ,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, ,,,USA,1US AIRWAYS, N350US, ,B-737-300,148,24.0,10.0,1.0,A  ,4.0,D,2.0,Climb,,,,Some Cloud, None,,,,,,False,False,N,, None,,UNKBS,Unknown bird - small,HIT JUST BELOW F/O WINDOW. NO DMG.,False,False,Unknown, 1, 1,Small,,, /Legacy Record=XXXXXX/,FAA Form 5200-7,Air Transport Operations,Multi-engine,,May,Unknown flying animal,Flying animal
666259,2004-05-16,5,2004,     ,Dusk,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 23,,,USA,1US AIRWAYS, , ,A-319,04A,6.0,10.0,1.0,A  ,4.0,D,2.0,,,,,Some Cloud, None,,,,,,False,False,,PART NOT REPTD, None,,UNKBM,Unknown bird - medium,"# BIRDS NOT REPTD, ASSUME 1.",False,False,Unknown, , 1,Medium,,, /Legacy Record=XXXXXX/,FAA Form 5200-7,,Multi-engine,,May,Unknown flying animal,Flying animal
668060,2004-05-12,5,2004,08:30,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 18R,,,JIA,PSA AIRLINES, N328JS, 2502,DORNIER 328,316,11.0,31.0,10.0,A  ,3.0,C,2.0,Landing Roll,0.0,90.0,0.0,No Cloud, None,,,,,,True,True,M?,, None,,UNKBS,Unknown bird - small,"BIRD WAS SENT THRU BYPASS SECTION. DMG OCCURRED ON LDG ROLL. (DATA ENTRY NOTE: NO PART WAS MARKED AS BEING DAMAGED, ASSUME ENG SINCE THAT WAS THE ONLY PART STRUCK)",True,False,Yes, 1, 1,Small,,, /Legacy Record=XXXXXX/,FAA Form 5200-7-E,Air Transport Operations,Multi-engine,8.0,May,Unknown flying animal,Flying animal
662383,2004-05-02,5,2004,07:36,Day,KGSO,PIEDMONT TRIAD INTL, 23,,,USA,1US AIRWAYS, N392US, ,B-737-300,148,24.0,10.0,1.0,A  ,4.0,D,2.0,Take-off Run,0.0,100.0,0.0,Some Cloud, Rain,,,,,,False,False,N,,,,UNKBM,Unknown bird - medium,"TWR GAVE ADVISORY BUT ALREADY ON T/O ROLL. # STRUCK NOT REPTD, ASSUME 1.",False,False,No, 2-10, 1,Medium,,, /Legacy Record=XXXXXX/,FAA Form 5200-7,,Multi-engine,7.0,May,Unknown flying animal,Flying animal
664362,2004-05-02,5,2004,06:00,Dawn,KMRH,MICHAEL J SMITH FIELD ARPT, 21,,,BUS,BUSINESS, N9164N, ,BE-55 BARON,123,11.0,13.0,13.0,A  ,2.0,A,2.0,Climb,3.0,100.0,,Overcast,,,,,,,False,False,N,,,,NE1,Gulls,NO DMG. WARNING ONLY FROM AFD.,False,False,No, 1, 2-10,Medium,,,OPER = L & R LEASING /Legacy Record=XXXXXX/,FAA Form 5200-7,,Multi-engine,6.0,May,Gulls,Flying animal
658174,2004-04-26,4,2004,     ,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 23,,,USA,1US AIRWAYS, , ,A-319,04A,6.0,10.0,1.0,A  ,4.0,D,2.0,Approach,900.0,150.0,,Some Cloud, None,,,,,,False,False,N,, None,,UNKBS,Unknown bird - small,"# BIRDS STRUCK NOT REPTD, ASSUME 1, SAME AS # SEEN. HIT BELOW F/O WINDOW.",False,False,No, 1, 1,Small,,, /Legacy Record=XXXXXX/,FAA Form 5200-7,,Multi-engine,,April,Unknown flying animal,Flying animal
659812,2004-04-16,4,2004,     ,Night,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 18R,,,USA,1US AIRWAYS, N705UW, ,A-319,04A,6.0,10.0,1.0,A  ,4.0,D,2.0,Climb,5000.0,240.0,,No Cloud, None,,,,,,False,False,N,, None,,UNKBM,Unknown bird - medium,,False,False,No, 2-10, 2-10,Medium,,, /Legacy Record=XXXXXX/,FAA Form 5200-7,Air Transport Operations,Multi-engine,,April,Unknown flying animal,Flying animal
661671,2004-04-14,4,2004,11:49,Day,KRDU,RALEIGH-DURHAM INTL, 23R,,,BUS,BUSINESS, N69742, ,B-727-200,148,11.0,34.0,10.0,A  ,4.0,D,3.0,Take-off Run,0.0,,0.0,Overcast, None,,,,,,False,False,N,, None,,K33,Hawks,,False,False,No, 1, 1,Medium,,,OPER = PLANET AIRWAYS (REPTD AS DOJ XX) /Legacy Record=XXXXXX/,FAA Form 5200-7,,Multi-engine,11.0,April,Hawks,Flying animal
660823,2004-04-12,4,2004,11:58,Day,KGSO,PIEDMONT TRIAD INTL, 5,,,USA,1US AIRWAYS, N512AU, ,B-737-300,148,24.0,10.0,1.0,A  ,4.0,D,2.0,Approach,30.0,130.0,,Overcast, Rain,,,,,,False,False,N,,,,NE1,Gulls,,False,False,No, 11-100, 1,Medium,,, /Legacy Record=XXXXXX/,FAA Form 5200-7,,Multi-engine,11.0,April,Gulls,Flying animal
663459,2004-04-05,4,2004,     ,,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, ,,,OPT,FLIGHT OPTIONS, N410CW, ,BE-400 BJET,123,32.0,31.0,1.0,A  ,2.0,D,2.0,Approach,,,,No Cloud, None,6.0,,,,,False,False,N,, None,,ZT1,Blackbirds,,False,False,No, , 1,Small,,,XXXX-X-X-XXXXXX /Legacy Record=XXXXXX/,FAA Form 5200-7-E,Pilot,Multi-engine,,April,Blackbirds,Flying animal
662150,2004-03-26,3,2004,06:45,Day,KRDU,RALEIGH-DURHAM INTL, 23R,,,CCI,CAPITAL CARGO INTL, N898AA, 722,B-727-200,148,11.0,34.0,10.0,A  ,4.0,D,3.0,Landing Roll,0.0,100.0,0.0,No Cloud, None,,,,,,False,False,N,, None,,K33,Hawks,NO DMG. BIRD REPTD AS SMALL/MED,False,False,No, 1, 1,Medium,,, /Legacy Record=XXXXXX/,FAA Form 5200-7,,Multi-engine,6.0,March,Hawks,Flying animal
666557,2004-03-20,3,2004,     ,,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, ,,,UAL,UNITED AIRLINES, N917UA, ,B-737-500,148,33.0,10.0,1.0,A  ,4.0,D,2.0,Approach,,,,,,,,,,,False,False,N,,,,UNKBM,Unknown bird - medium,"BIRDSTRIKE ON APCH ON RT HORIZ STABIL, RT NOSE AND RT WING LE. POSSIBLE CRACK IN HORIZ STABIL. INSN. NO DMG.",False,False,Unknown, , 1,Medium,,, /Legacy Record=XXXXXX/,Air Transport Report,Air Transport Operations,Multi-engine,,March,Unknown flying animal,Flying animal
663770,2004-03-14,3,2004,     ,Night,KGSO,PIEDMONT TRIAD INTL, 23,,,BTA,EXPRESSJET (CONTINENTAL EXPRS), , 2292,EMB-145,332,14.0,1.0,10.0,A  ,3.0,D,2.0,Approach,1200.0,170.0,,Overcast,,,,,,,False,False,N,,,,UNKBM,Unknown bird - medium,FINAL APCH. N DMG.,False,False,No, 1, 1,Medium,,, /Legacy Record=XXXXXX/,FAA Form 5200-7,,Multi-engine,,March,Unknown flying animal,Flying animal
665039,2004-03-14,3,2004,     ,,KRDU,RALEIGH-DURHAM INTL, ,,,1AWE,AMERICA WEST AIRLINES, N815AW, 815,A-319,04A,6.0,23.0,1.0,A  ,4.0,D,2.0,Approach,800.0,140.0,,Some Cloud, None,,,,,,False,False,N,, None,,UNKBM,Unknown bird - medium,"SHORTLY AFTER CONFIGURING PASSING APPROX 800' WE HAD A BIRDSTRIKE, WHICH LOOKED & SOUNDED LIKE IT HIT THE UNDERSIDE OF THE RADOME. FOUND IT HAD HIT THE NOSEGEAR AREA. NO DMG.",False,False,Unknown, 1, 1,Medium,,,XXXX-X-XX-XXXXXX /Legacy Record=XXXXXX/,FAA Form 5200-7-E,Air Transport Operations,Multi-engine,,March,Unknown flying animal,Flying animal
663804,2004-03-08,3,2004,     ,Dawn,KGSO,PIEDMONT TRIAD INTL, 23,,,DAL,DELTA AIR LINES, N991DL, 1185,MD-88,583,37.0,34.0,10.0,A  ,4.0,D,2.0,Climb,20.0,150.0,,No Cloud, None,,,,,,False,False,N,, None,,NE1,Gulls,,False,False,No, 11-100, 1,Medium,,,XXXX-X-X-XXXXXX /Legacy Record=XXXXXX/,FAA Form 5200-7-E,,Multi-engine,,March,Gulls,Flying animal
661782,2004-03-03,3,2004,18:35,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36R,,,USA,1US AIRWAYS, N505AU, ,B-737-300,148,24.0,10.0,1.0,A  ,4.0,D,2.0,Approach,500.0,140.0,,No Cloud, None,,,,,,False,False,N,, None,,UNKBS,Unknown bird - small,,False,False,No, , 1,Small,,, /Legacy Record=XXXXXX/,FAA Form 5200-7,,Multi-engine,18.0,March,Unknown flying animal,Flying animal
659266,2004-02-07,2,2004,     ,Day,KRDU,RALEIGH-DURHAM INTL, ,,,USA,1US AIRWAYS, N448US, ,B-737-400,148,32.0,10.0,1.0,A  ,4.0,D,2.0,Climb,6000.0,250.0,,No Cloud, None,,,,,,False,True,M,, None,,UNKBL,Unknown bird - large,DMG ABOVE F/O WINDSHLD.,False,False,No, , 1,Large,,,SOURCE = TWO XXXX-X REPTS /Legacy Record=XXXXXX/,FAA Form 5200-7,Air Transport Operations,Multi-engine,,February,Unknown flying animal,Flying animal
661818,2004-02-02,2,2004,22:55,Night,KRDU,RALEIGH-DURHAM INTL, 5L,,,FDX,FEDEX EXPRESS, N404FE, 1625,A-310,04A,2.0,22.0,7.0,A  ,4.0,D,2.0,Take-off Run,0.0,90.0,0.0,,,,,,,,False,False,N,,,,1F11,Coyote,NO DMG. OR EVIDENCE OF STRIKE NOTED.,True,False,Unknown, , 1,Large,,, XXXX-X-X-XXXXXX /Legacy Record=XXXXXX/,FAA Form 5200-7-E,Airport Operations,Multi-engine,22.0,February,Coyote,Land animal
665876,2004-01-19,1,2004,07:37,Dawn,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36R,,,USA,1US AIRWAYS, N743UW, ,A-319,04A,6.0,10.0,1.0,A  ,4.0,D,2.0,Approach,100.0,140.0,,Some Cloud, None,,,,,,False,False,N,, None,,UNKBS,Unknown bird - small,# BIRDS REPTD AS 1 ON FIRST FORM AND 2-10 ON SECOND FORM.,False,False,No, 2-10, 2-10,Small,,,SOURCE = TWO XXXX-X REPTS /Legacy Record=XXXXXX/,FAA Form 5200-7,Air Transport Operations,Multi-engine,7.0,January,Unknown flying animal,Flying animal
662193,2003-12-31,12,2003,14:50,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 18R,,,USA,1US AIRWAYS, N621AU, ,B-757-200,148,26.0,37.0,37.0,A  ,4.0,D,2.0,Approach,,,,Some Cloud, None,,,,,,False,True,M,, None,,UNKBM,Unknown bird - medium,2 FIST SIZE HOLES IN RT OTBD TE FLAP,False,False,No, , 2-10,Medium,,, /Legacy Record=XXXXXX/,FAA Form 5200-7,Air Transport Operations,Multi-engine,14.0,December,Unknown flying animal,Flying animal
660902,2003-12-22,12,2003,     ,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 18R,,,BTA,EXPRESSJET (CONTINENTAL EXPRS), N14505, 2939,EMB-135,332,13.0,1.0,10.0,A  ,3.0,D,2.0,Landing Roll,0.0,120.0,0.0,No Cloud, None,,,,,,False,False,N,, None,,NE1,Gulls,,False,False,No, 2-10, 2-10,Medium,,, /Legacy Record=XXXXXX/,FAA Form 5200-7,,Multi-engine,,December,Gulls,Flying animal
658957,2003-11-26,11,2003,08:00,Day,KRDU,RALEIGH-DURHAM INTL, 5L,,,EGF,AMERICAN EAGLE AIRLINES, , 870,EMB-135,332,13.0,1.0,10.0,A  ,3.0,D,2.0,Approach,500.0,130.0,,Some Cloud, None,,,,,,False,False,N,, None,,UNKBS,Unknown bird - small,,False,False,No, 2-10, 1,Small,,, /Legacy Record=XXXXXX/,FAA Form 5200-7,Airport Operations,Multi-engine,8.0,November,Unknown flying animal,Flying animal
659969,2003-11-14,11,2003,08:02,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36L,,,FDX,FEDEX EXPRESS, N717FE, 0816,A-300,04A,1.0,22.0,7.0,A  ,4.0,D,2.0,Climb,400.0,150.0,,No Cloud,,,,,,,False,False,N,,,,UNKBM,Unknown bird - medium,INSPN. NO DMG.,False,False,Unknown, , 1,Medium,,,XXXX-XX-X-XXXXXX /Legacy Record=XXXXXX/,FAA Form 5200-7-E,Air Transport Operations,Multi-engine,8.0,November,Unknown flying animal,Flying animal
662740,2003-11-12,11,2003,15:15,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 18R,,,PDT,PIEDMONT AIRLINES, N965HA, ,DHC8 DASH 8,303,10.0,31.0,10.0,A  ,3.0,C,2.0,Approach,,110.0,,No Cloud, None,,,,,,False,False,N,NOT A STRIKE," None, Other",EVASIVE MANEUVER,K1002,Turkey vulture,NOT A STRIKE. A/C DID NOT STRIKE BIRD DUE TO EVASIVE ACTION TAKEN BY FLT CREW.,False,False,Yes, 1, ,Large,,,(UPDATED ALT X/XX/XX. (X/XX/XXXX UPDATED SPEED) /Legacy Record=XXXXXX/,FAA Form 5200-7,,Multi-engine,15.0,November,Turkey vulture,Land animal
663235,2003-11-08,11,2003,21:40,Night,KGSO,PIEDMONT TRIAD INTL, 5,,,DAL,DELTA AIR LINES, N954DL, 1238,MD-88,583,37.0,34.0,10.0,A  ,4.0,D,2.0,Approach,1200.0,140.0,,No Cloud, None,,,,,,False,True,M,CAPT PITOT TUBE," None, Other",AIRCRAFT CONTROLS EFFECTED,UNKBM,Unknown bird - medium,REMAINS LODGED IN CREVICE WHERE RADOME ATTACHES TO FUSELAGE. CAPT'S ASI AND BOTH FAST/SLOW INDICATORS FAILED. CAPT'S AIRSPEED STABILIZED AT 30 KIAS BELOW THE F/O'S AND THE STBY ASI.,False,False,No, 1, 1,Medium,,,XXXX-XX-XX-XXXXXX /Legacy Record=XXXXXX/,FAA Form 5200-7-E,Pilot,Multi-engine,21.0,November,Unknown flying animal,Flying animal
665286,2003-11-05,11,2003,     ,Day,KRDU,RALEIGH-DURHAM INTL, 23R,,,EGF,AMERICAN EAGLE AIRLINES, N711PH, ,EMB-135,332,13.0,1.0,10.0,A  ,3.0,D,2.0,Approach,65.0,135.0,,Overcast, Fog,,,,,,False,False,N,,,,ZT1,Blackbirds,,False,False,No, 1, 1,Small,,, /Legacy Record=XXXXXX/,FAA Form 5200-7,Airport Operations,Multi-engine,,November,Blackbirds,Flying animal
658978,2003-10-23,10,2003,     ,Night,KRDU,RALEIGH-DURHAM INTL, 23L,,,BLR,ATLANTIC COAST AIRLINES, N624BR, ,CRJ100/200,188,10.0,22.0,4.0,A  ,3.0,D,2.0,Approach,400.0,150.0,,Some Cloud, None,,,,,,False,False,N,, None,,UNKBS,Unknown bird - small,NO DMG,False,False,No, 1, 1,Small,,, /Legacy Record=XXXXXX/,FAA Form 5200-7,,Multi-engine,,October,Unknown flying animal,Flying animal
663904,2003-10-21,10,2003,11:23,Day,KRDU,RALEIGH-DURHAM INTL, 23L,,,NWA,NORTHWEST AIRLINES, N620NW, 1771,DC-9-30,583,21.0,34.0,10.0,A  ,4.0,D,2.0,Take-off Run,0.0,130.0,0.0,Some Cloud, None,,,,,,False,False,N,, None,,UNKBM,Unknown bird - medium,BRIGHT YELLOW BIRD. NO DMG.,False,False,No, 1, 1,Medium,,,SOURCE = XXXX-X & AIRLINE /Legacy Record=XXXXXX/,Multiple,Tower,Multi-engine,11.0,October,Unknown flying animal,Flying animal
831548,2003-10-18,10,2003,22:50,Night,KGSO,PIEDMONT TRIAD INTL, ,,,MIL,MILITARY, 9-0404, ,C-37A,421,,,,A  ,4.0,D,2.0,Climb,6000.0,250.0,,No Cloud, None,0.0,,,,,False,False,N,, None,,Z5,"Thrashers, mockingbirds, catbirds",,True,True,Unknown, , 1,Small,,,SOURCE = BASH NR XXXXX /Legacy Record=XXXX/,BASH,Other,Multi-engine,22.0,October,"Thrashers, mockingbirds, catbirds",Flying animal
659641,2003-10-15,10,2003,     ,Night,KRDU,RALEIGH-DURHAM INTL, ,,,PVT,PRIVATELY OWNED, N201AM, ,MOONEY-20J,632,10.0,7.0,19.0,A  ,1.0,A,1.0,Climb,6400.0,100.0,,No Cloud, None,,,,,,False,False,N,COM RADIO ANTENNA, None,,Z6004,Swainson's thrush,ID BY SMITHSONIAN FAA 598,True,True,No, , 1,Small,,,SOURCE = THREE XXXX-X (XXXX-XX-XX-XXXXXX & RX) OPER = LARA ZOOK & J BROOKS /Legacy Record=XXXXXX/,FAA Form 5200-7-E,Pilot,Single-engine,,October,Swainson's thrush,Flying animal
662444,2003-10-12,10,2003,     ,Night,KGSO,PIEDMONT TRIAD INTL, 5,,,BTA,EXPRESSJET (CONTINENTAL EXPRS), , 2748,EMB-145,332,14.0,1.0,10.0,A  ,3.0,D,2.0,Approach,5000.0,200.0,,No Cloud, None,,,,,,False,False,N,, None,,UNKBS,Unknown bird - small,SML BIRD HIT WINDSHLD. 12 MI W OF GSO ARPT,False,False,Unknown, 1, 1,Small,,, /Legacy Record=XXXXXX/,FAA Form 5200-7,,Multi-engine,,October,Unknown flying animal,Flying animal
667411,2003-10-11,10,2003,15:15,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36L,,,JIA,PSA AIRLINES, N423JS, 2499,DORNIER 228,316,7.0,19.0,4.0,A  ,3.0,C,2.0,Approach,400.0,,,No Cloud, None,,,,,,False,False,N,, None,,UNKBS,Unknown bird - small,,False,False,Unknown, 1, 1,Small,,,XXXX-XX-XX-XXXXXX /Legacy Record=XXXXXX/,FAA Form 5200-7-E,Air Transport Operations,Multi-engine,15.0,October,Unknown flying animal,Flying animal
659447,2003-10-11,10,2003,20:37,Night,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36L,,,USA,1US AIRWAYS, N573US, ,B-737-300,148,24.0,10.0,1.0,A  ,4.0,D,2.0,Climb,3700.0,220.0,,Some Cloud, None,,,,,,False,False,,PART NOT REPTD, None,,UNKBM,Unknown bird - medium,"# BIRDS NOT REPTD, ASSUME 1.",False,False,No, , 1,Medium,,, /Legacy Record=XXXXXX/,FAA Form 5200-7,,Multi-engine,20.0,October,Unknown flying animal,Flying animal
661377,2003-10-11,10,2003,21:58,Night,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36R,,,USA,1US AIRWAYS, N632AU, ,B-757-200,148,26.0,37.0,37.0,A  ,4.0,D,2.0,Climb,1300.0,180.0,,Some Cloud, None,,,,,,False,False,N,, None,,UNKBS,Unknown bird - small,NO APPARENT DMG.,False,False,No, 1, 1,Small,,, /Legacy Record=XXXXXX/,FAA Form 5200-7,Air Transport Operations,Multi-engine,21.0,October,Unknown flying animal,Flying animal
661697,2003-10-11,10,2003,     ,Night,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36L,,,USA,1US AIRWAYS, N446US, ,B-737-400,148,32.0,10.0,1.0,A  ,4.0,D,2.0,Climb,3000.0,230.0,,No Cloud, None,,,,,,False,False,N,, None,,UNKBM,Unknown bird - medium,NO DMG NOTED.,False,False,No, , 1,Medium,,, /Legacy Record=XXXXXX/,FAA Form 5200-7,Pilot,Multi-engine,,October,Unknown flying animal,Flying animal
661821,2003-10-11,10,2003,     ,Night,KILM,WILMINGTON INTL, 35,,,PDT,PIEDMONT AIRLINES, N342CN, ,DHC8 DASH 8,303,10.0,31.0,10.0,A  ,3.0,C,2.0,Descent,8000.0,,,Some Cloud, None,,,,,,False,False,N,, None,,UNKBM,Unknown bird - medium,,False,False,Unknown, , 1,Medium,,, /Legacy Record=XXXXXX/,FAA Form 5200-7,Other,Multi-engine,,October,Unknown flying animal,Flying animal
